7.73409,-0.152882,0,1
16.5365,0.110335,0,1
25.8338,-0.0677423,0,1
35.8635,-0.67143,0,1
45.7383,-1.35092,0,1
57.3496,-2.15973,0,1
66.0344,-4.03211,0,1
63.827,-13.8013,0,1
63.3813,-22.7688,0,1
68.3689,-28.5951,0,1
67.8279,-39.5495,0,1
67.8206,-49.1227,0,1
79.7711,-51.1961,0,1
82.4935,-43.496,0,1
74.0632,-41.8511,0,1
76.9389,-31.0098,0,1
78.6024,-22.6358,0,1
84.3446,-15.3454,0,1
96.5095,-17.1169,0,1
107.214,-19.525,0,1
106.351,-29.6916,0,1
102.311,-38.1665,0,1
95.0569,-47.3874,0,1
84.918,-51.9238,0,1
72.0256,-50.1713,0,1
58.1675,-48.8235,0,1
49.1669,-48.864,0,1
39.2604,-48.7636,0,1
27.2889,-48.8379,0,1
14.8071,-48.6219,0,1
4.5547,-48.2712,0,1
-4.53547,-46.3154,0,1
-13.734,-43.3322,0,1
-17.8639,-42.789,0,1
-26.0158,-42.3743,0,1
-32.6056,-42.499,0,1
-32.5867,-36.6222,0,1
-31.9426,-27.3776,0,1
-31.8278,-18.1635,0,1
-30.9833,-9.95005,0,1
-31.0912,-2.56819,0,1
-30.7633,2.38611,0,1
