32.5498,54.2481,0,0,0,0,1
30.2575,12.3015,0,0,0,0,1
4.53644,12.9604,0,0,0,0,1
-0.387367,7.81211,0,0,0,0,1
-6.79692,13.1822,0,0,0,0,1
-46.6508,12.4586,0,0,0,0,1
-55.8604,11.9898,0,9.01669e-05,-7.04042e-05,-0.357649,0.933859
-66.5315,7.67143,0,9.67737e-05,-0.000251209,0.909756,0.415144
-80.426,6.46488,0,4.17894e-05,-0.000141021,0.841578,0.540138
-95.7443,8.80753,0,-8.39438e-05,-2.01285e-05,-0.651491,0.758658
-106.264,15.4884,0,0,0,0,1
-115.629,2.59325,0,0,0,0,1
-114.153,-31.7708,0,4.96138e-05,-2.95305e-05,0.736541,0.676397
-105.335,-33.2202,0,0,0,0,1
-84.3694,-32.9729,0,0,0,0,1
-52.013,-31.8264,0,0,0,0,1
-24.0246,-32.3719,0,0,0,0,1
-23.2059,-46.2321,0,0,0,0,1
-24.1828,-83.194,0,-0.00017912,4.15981e-05,0.181059,0.983473
-45.161,-83.1546,0,0,0,0,1
-87.6905,-84.1651,0,0,0,0,1
-115.991,-82.9918,0,0,0,0,1
-115.303,-58.1107,0,0,0,0,1
-114.441,-14.0323,0,0,0,0,1
-114.383,13.7078,0,0,0,0,1
-106.631,20.1334,0,0,0,0,1
-106.139,39.3143,0,0,0,0,1
-107.772,73.3968,0,0,0,0,1
-107.603,98.9568,0,0,0,0,1
-106.854,126.436,0,0,0,0,1
-97.6855,132.655,0,0,0,0,1
-91.2962,142.752,0,0,0,0,1
-90.6368,156.542,0,0,0,0,1
-79.3354,167.044,0,0,0,0,1
-78.7907,194.811,0,0,0,0,1
-78.9351,217.962,0,0,0,0,1
-49.2798,217.74,0,0,0,0,1
-36.7225,212.805,0,0,0,0,1
-1.06829,192.036,0,0,0,0,1
0.0457077,183.081,0,0,0,0,1
5.03118,176.875,0,0,0,0,1
23.9351,176.351,0,0,0,0,1
33.0161,175.195,0,-8.52481e-05,9.17337e-05,0.10658,0.994305
34.2926,151.366,0,0,0,0,1
33.9508,127.513,0,0,0,0,1
34.2712,104.836,0,0,0,0,1
32.2819,86.3221,0,0,0,0,1
32.4553,63.0911,0,0,0,0,1
