-4.61929,13.2116,0,-6.91314e-06,2.26322e-05,-0.135058,-0.990874
-3.63008,10.3648,0,7.10095e-06,-1.32852e-05,-0.0703335,0.997524
-2.61482,7.43813,0,0,0,0,1
-1.426,3.92737,0,-2.03566e-05,2.4356e-06,0.669993,0.742371
-0.377341,0.990577,0,0,0,0,1
0.619856,-1.79924,0,0,0,0,1
2.3723,-6.93913,0,0,0,0,1
5.10598,-5.92779,0,0,0,0,1
8.10375,-4.8648,0,0,0,0,1
11.6777,-3.59498,0,0,0,0,1
15.4764,-2.0801,0,0,0,0,1
20.8937,-0.185302,0,0,0,0,1
29.7644,3.18482,0,0,0,0,1
29.254,7.00869,0,0,0,0,1
27.5606,11.5857,0,0,0,0,1
25.4661,17.4371,0,0,0,0,1
22.827,24.617,0,0,0,0,1
20.3958,30.9813,0,0,0,0,1
17.8498,39.0381,0,0,0,0,1
